time;item;state;p0;p1;p2;p3;p4;p5;p6;p7;p8;p9;p10;p11;p12;p13;p14;p15
1777809292.0250134;plate;empty;39;0;685;100;168;0;97;748;1747;0;139;33;120;0;1085;0
1777809304.1136823;plate;empty;25;8;985;0;85;5;75;0;1019;72;97;0;177;442;1113;0
1777809315.1813345;plate;empty;0;177;51;139;0;110;131;1687;0;162;160;379;0;1453;824;101
1777809320.2497692;plate;empty;447;24;401;0;657;57;131;0;503;259;1495;0;71;1413;95;0
1777809332.3345017;plate;empty;83;0;4;0;1329;63;56;190;80;56;115;544;43;295;1350;16
1777809342.9026246;plate;empty;1197;101;0;36;201;201;0;463;39;488;0;84;0;777;0;0
1777809359.0525107;plate;empty;0;356;1271;163;0;174;154;747;0;85;8;71;0;259;25;1077
1777809363.5716422;plate;empty;17;107;33;134;485;283;109;1923;0;225;165;357;0;761;1271;22
1777809369.6122162;plate;empty;1495;187;1121;0;150;38;96;0;358;179;46;0;51;1079;18;0
1777809391.305358;plate;empty;61;3;611;121;167;8;77;751;1975;81;126;356;135;438;1091;89
1777809448.7598124;plate;empty;1157;59;0;28;203;141;0;483;17;403;0;77;0;1043;0;0
1777809480.9889908;plate;empty;779;41;0;43;179;63;0;515;1005;315;0;15;28;951;0;0
1777809492.5851033;plate;empty;0;16;23;128;0;80;97;843;0;254;211;952;0;1646;1071;177
1777809542.9900196;plate;empty;0;174;29;691;0;118;6;21;0;370;79;1611;0;885;355;112
1777809583.8167133;plate;empty;92;75;4;0;1243;263;47;69;33;136;89;379;51;548;944;9
1777809590.341759;plate;empty;0;137;80;1676;0;113;28;37;0;504;219;252;0;915;1167;61
1777809602.4478462;plate;empty;88;33;1233;0;222;43;155;0;945;189;668;0;215;1405;86;0
1777809606.4843106;plate;empty;97;25;1229;0;213;39;161;0;976;181;693;0;215;1450;99;0
1777809611.00438;plate;empty;1244;18;1223;0;178;24;101;0;211;92;12;0;101;1043;9;0
1777809615.040484;plate;empty;37;73;0;18;162;139;0;111;1192;395;0;158;39;777;0;35
1777809628.1730063;plate;empty;0;87;0;115;0;209;0;1064;0;355;0;512;0;1019;0;147
1777809633.694506;plate;empty;81;1171;594;0;992;115;98;51;864;33;92;371;151;9;439;12
1777809654.883261;plate;empty;882;0;363;0;192;0;59;0;431;0;105;0;127;0;1312;0
1777809677.5692408;plate;empty;24;0;1069;0;60;0;142;0;487;0;128;0;39;0;940;0
1777809694.1971135;plate;empty;0;636;0;115;0;98;0;877;0;136;0;1112;0;656;0;128
1777809698.2167182;plate;empty;17;20;717;0;56;0;31;0;1433;67;99;0;152;520;1309;0
1777809702.2402234;plate;empty;835;12;1831;0;63;16;209;0;41;43;47;0;809;427;43;0
1777809711.3221714;plate;empty;221;69;1273;0;33;85;208;0;79;269;863;0;1008;1079;85;0
1777809719.8875725;plate;empty;0;0;1105;0;0;0;163;0;0;0;139;0;0;0;950;0
1777809724.4132218;plate;empty;25;0;703;67;96;0;108;219;396;0;172;69;69;0;1059;19
1777809729.964138;plate;empty;37;0;1221;0;18;0;119;0;83;0;111;0;829;0;753;0
1777809736.006248;plate;empty;52;1065;21;0;447;233;69;72;1719;106;281;637;111;6;364;8
1777809739.5537655;plate;empty;94;0;2;26;1107;0;16;417;891;0;96;591;117;0;1287;25
1777809744.052652;plate;empty;560;57;1187;0;109;73;120;0;117;195;248;0;83;1017;57;0
1777809939.1165268;coke_0.33l;full;0;1;0;0;0;0;0;0;0;179;1709;1168;0;60;288;979
1777809944.6347713;coke_0.33l;full;0;0;0;0;0;0;0;0;0;0;108;1933;0;0;2008;145
1777809949.1733203;coke_0.33l;full;0;0;0;0;0;0;0;0;0;0;327;0;0;0;1754;0
1777809955.2491689;coke_0.33l;full;0;0;0;0;0;0;0;0;0;0;265;0;0;11;1481;0
1777809958.769091;coke_0.33l;full;0;0;0;0;0;15;0;0;0;1047;736;165;0;1478;1314;353
1777809962.8093767;coke_0.33l;full;0;0;0;0;0;4;0;0;0;1287;1039;0;0;1133;272;0
1777809968.3229568;coke_0.33l;full;0;0;0;0;0;0;0;0;0;1155;288;0;0;761;105;0
1777809972.8896296;coke_0.33l;full;0;0;0;0;0;1;0;0;0;1354;24;0;0;631;18;0
1777809991.040631;coke_0.33l;full;0;0;0;0;29;28;22;0;1249;1086;223;0;1143;1443;348;0
1777809994.047332;coke_0.33l;full;0;0;0;0;18;0;0;0;1242;21;0;0;881;247;0;0
1777809998.5745006;coke_0.33l;full;0;0;0;0;0;0;0;0;928;128;12;0;931;597;63;0
1777810004.648604;coke_0.33l;full;0;0;0;0;0;0;0;0;651;123;0;0;1083;35;0;0
1777810035.3679626;coke_0.33l;full;0;0;0;0;39;24;0;0;1274;1341;0;0;849;621;0;0
1777810042.9400299;coke_0.33l;full;0;0;0;0;0;0;0;0;807;0;0;0;1152;0;0;0
1777810062.0800593;coke_0.33l;full;0;0;0;0;189;0;0;0;2117;0;0;0;0;0;0;0
1777810068.6203952;coke_0.33l;full;0;0;0;0;199;0;0;0;1891;0;0;0;0;0;0;0
1777810073.680915;coke_0.33l;full;3;8;0;0;1376;1125;0;0;527;1168;0;0;0;0;0;0
1777810079.7056267;coke_0.33l;full;0;0;0;0;0;203;72;0;0;2115;273;0;0;0;0;0
1777810114.992424;coke_0.33l;full;0;0;0;0;0;1375;57;0;0;751;457;0;0;0;0;0
1777810118.005588;coke_0.33l;full;0;0;0;0;0;1133;189;0;0;1379;1773;0;0;0;0;0
1777810123.5552838;coke_0.33l;full;0;0;0;0;0;101;1301;0;0;603;1299;0;0;0;0;0
1777810127.598045;coke_0.33l;full;0;0;0;0;0;0;843;0;0;0;1024;0;0;0;0;0
1777810131.1204817;coke_0.33l;full;0;0;0;0;0;0;789;0;0;0;1579;48;0;0;0;0
1777810136.677454;coke_0.33l;full;0;0;0;0;0;0;985;1503;0;0;1155;759;0;0;0;0
1777810139.7016358;coke_0.33l;full;0;0;33;11;0;0;1783;185;0;0;105;1287;0;0;0;0
1777810144.7512236;coke_0.33l;full;0;0;549;91;0;0;554;1756;0;0;401;87;0;0;0;0
1777810148.256669;coke_0.33l;full;0;0;336;0;107;0;543;0;59;0;1086;0;0;0;0;0
1777810160.348081;coke_0.33l;full;0;0;333;0;0;0;248;0;0;0;1168;0;0;0;0;0
1777810164.8803422;coke_0.33l;full;0;1;0;0;0;1697;1457;0;0;360;140;0;0;0;0;0
1777810169.9495242;coke_0.33l;full;0;0;0;0;0;377;1363;0;0;1831;72;0;0;0;0;0
1777810175.4620361;coke_0.33l;full;0;8;0;0;0;293;0;0;0;1835;0;0;0;0;0;0
1777810180.5165555;coke_0.33l;full;8;18;0;0;318;415;0;0;26;1702;0;0;0;0;0;0
1777810184.023915;coke_0.33l;full;0;0;0;0;204;1567;0;0;1768;204;0;0;0;0;0;0
1777810187.0578475;coke_0.33l;full;70;0;0;0;347;0;0;0;1744;0;0;0;0;0;0;0
1777810215.2865064;coke_0.33l;full;792;0;0;0;1329;0;0;0;0;0;0;0;0;0;0;0
1777810224.8512332;coke_0.33l;full;443;661;0;0;1387;65;0;0;0;0;0;0;0;0;0;0
1777810238.9625707;coke_0.33l;full;0;1600;0;0;0;839;0;0;0;0;0;0;0;0;0;0
1777810244.0135174;coke_0.33l;full;0;1265;0;0;0;524;160;0;0;0;0;0;0;0;0;0
1777810265.695835;coke_0.33l;full;0;0;969;1387;0;0;1047;988;0;0;0;0;0;0;0;0
1777810275.2670822;coke_0.33l;full;0;0;360;100;0;0;697;963;0;0;0;0;0;0;0;0
1777810316.0932722;coke_0.33l;full;0;0;0;0;1;19;0;0;689;185;0;0;1239;60;0;0
1777810319.6259568;coke_0.33l;full;0;0;0;0;0;1;0;0;1323;1351;0;0;288;1130;0;0
1777810327.156594;coke_0.33l;full;0;0;0;0;0;11;0;0;0;887;517;0;0;773;103;0
1777810331.7198107;coke_0.33l;full;0;0;0;0;0;27;45;0;0;725;407;0;0;115;1252;0
1777810335.7277713;coke_0.33l;full;0;0;0;0;0;0;2;0;0;0;320;377;0;0;1742;500
1777810341.2745407;coke_0.33l;full;0;0;0;0;0;0;37;133;0;0;1755;807;0;0;149;216
1777810361.9506633;coke_0.33l;full;0;0;0;0;0;74;3;0;0;464;417;0;0;151;1543;0
1777810366.980618;coke_0.33l;full;0;0;0;0;0;149;61;0;0;1231;811;0;0;85;174;0
1777810370.5152378;coke_0.33l;full;0;0;0;0;0;203;110;0;0;670;1799;0;0;72;160;0
1777810379.0779042;coke_0.33l;full;0;0;0;0;0;30;22;0;0;684;731;0;0;1205;96;0
1777810387.6620483;coke_0.33l;full;0;0;0;0;15;11;0;0;476;273;0;0;53;1939;0;0
1777810390.686087;coke_0.33l;full;0;0;0;0;150;138;0;0;2040;1644;0;0;99;77;0;0
1777810399.7534323;coke_0.33l;full;0;0;0;0;1399;0;0;0;911;0;0;0;4;0;0;0
1777810405.7812703;coke_0.33l;full;0;0;0;0;739;1159;0;0;1512;1174;0;0;0;0;0;0
1777810410.847495;coke_0.33l;full;0;8;0;0;0;1183;0;0;0;1305;0;0;0;0;0;0
1777810422.922307;coke_0.33l;full;0;0;0;0;0;200;543;0;0;1401;33;0;0;0;0;0
1777810429.4704494;coke_0.33l;full;0;0;0;0;0;96;415;0;0;172;1811;0;0;0;0;0
1777810433.0020797;coke_0.33l;full;0;0;0;0;0;0;578;709;0;0;1805;242;0;0;0;0
1777810436.034982;coke_0.33l;full;0;0;0;0;0;0;1121;1159;0;0;890;1312;0;0;0;0
1777810439.539767;coke_0.33l;full;0;0;680;1303;0;0;1761;1091;0;0;10;0;0;0;0;0
1777810442.5701473;coke_0.33l;full;0;0;1305;133;0;0;608;1503;0;0;4;0;0;0;0;0
1777810450.153811;coke_0.33l;full;85;0;845;0;207;0;960;0;22;0;0;0;0;0;0;0
1777810455.201321;coke_0.33l;full;0;0;1315;0;0;0;927;0;0;0;0;0;0;0;0;0
1777810461.7395928;coke_0.33l;full;0;1753;15;0;0;276;176;0;0;0;0;0;0;0;0;0
1777810483.3909595;coke_0.33l;full;23;1259;0;0;126;348;0;0;0;89;0;0;0;0;0;0
1777810489.9658568;coke_0.33l;full;97;1503;0;0;1408;389;0;0;0;0;0;0;0;0;0;0
1777810493.967875;coke_0.33l;full;1478;0;0;0;481;0;0;0;0;0;0;0;0;0;0;0
1777810500.5455618;coke_0.33l;full;22;38;0;0;212;805;0;0;857;43;0;0;0;0;0;0
1777810504.0595665;coke_0.33l;full;0;33;0;0;569;2145;0;0;1421;188;0;0;0;0;0;0
1777810509.6282737;coke_0.33l;full;1;0;0;0;1827;407;0;0;101;1495;0;0;0;0;0;0
1777810525.7307973;coke_0.33l;full;0;0;0;0;0;229;157;0;0;2066;0;0;0;0;0;0
1777810528.7674975;coke_0.33l;full;0;0;0;0;0;1521;1516;0;0;925;795;0;0;0;0;0
1777810531.7707176;coke_0.33l;full;0;0;0;0;0;0;547;0;0;0;1269;0;0;0;0;0
1777810534.3047426;coke_0.33l;full;0;0;0;0;0;0;696;992;0;0;1710;89;0;0;0;0
1777810538.3320827;coke_0.33l;full;0;0;0;0;0;0;911;1351;0;0;1069;1083;0;0;0;0
1777810554.9486194;coke_0.33l;full;0;0;1385;804;0;0;895;1404;0;0;0;0;0;0;0;0
1777810563.015845;coke_0.33l;full;0;0;1431;0;0;0;572;0;0;0;16;0;0;0;0;0
1777810567.0775063;coke_0.33l;full;0;974;333;0;0;1351;1625;0;0;26;0;0;0;0;0;0
1777810572.1000137;coke_0.33l;full;0;1924;0;0;0;184;0;0;0;0;0;0;0;0;0;0
1777810575.6307757;coke_0.33l;full;100;927;0;0;1612;290;0;0;0;0;0;0;0;0;0;0
1777810586.7095966;coke_0.33l;full;1433;0;0;0;437;0;0;0;56;0;0;0;0;0;0;0
1777810592.2529953;coke_0.33l;full;0;3;0;0;195;1123;0;0;1559;93;0;0;0;0;0;0
1777810595.2905433;coke_0.33l;full;0;0;0;0;0;355;0;0;0;1786;0;0;0;0;0;0
1777810597.793688;coke_0.33l;full;0;0;0;0;0;368;106;0;0;1697;403;0;0;0;0;0
1777810601.8269417;coke_0.33l;full;0;0;0;0;0;25;1424;0;0;215;871;0;0;0;0;0
1777810605.3518991;coke_0.33l;full;0;0;0;0;0;0;688;0;0;0;1677;0;0;0;0;0
1777810607.8852973;coke_0.33l;full;0;0;16;0;0;0;1804;1034;0;0;180;1176;0;0;0;0
1777810633.590198;coke_0.33l;full;0;0;0;0;0;0;0;24;0;0;105;1270;0;0;1691;451
1777810639.142251;coke_0.33l;full;0;4;0;0;0;10;0;0;0;283;285;0;0;43;1420;0
1777810643.6768126;coke_0.33l;full;0;0;0;6;0;0;0;19;0;1121;152;488;0;138;1868;168
1777810646.7088125;coke_0.33l;full;0;0;0;0;0;0;0;0;0;1536;744;0;0;711;1208;0
1777810649.7346666;coke_0.33l;full;0;0;0;0;0;0;1;0;0;950;991;0;0;1344;199;0
1777810652.7394106;coke_0.33l;full;0;0;0;0;4;2;0;0;225;1053;279;0;94;837;141;0
1777810655.279616;coke_0.33l;full;4;0;0;0;1;0;0;0;1866;973;169;0;338;1586;160;0
1777810657.7688208;coke_0.33l;full;0;0;0;0;42;1015;0;0;717;123;0;0;35;0;0;0
1777810661.3035104;coke_0.33l;full;0;0;0;0;0;1309;73;0;0;127;289;0;0;0;0;0
1777810665.3316298;coke_0.33l;full;0;0;0;0;0;765;0;0;0;1472;0;0;0;0;0;0
1777810667.8643663;coke_0.33l;full;0;0;0;0;0;131;1349;0;0;1163;921;0;0;10;24;0
1777810671.8997073;coke_0.33l;full;0;0;0;0;0;0;1683;0;0;0;691;0;0;0;0;0
1777810678.9412353;coke_0.33l;full;0;0;0;0;0;1770;1404;0;0;436;141;0;0;0;0;0
1777810744.977973;coke_1.5l;full;0;0;0;0;0;134;0;45;0;409;86;2480;0;461;1886;81
1777810753.5536222;coke_1.5l;full;0;0;0;0;0;96;0;24;0;2429;89;1349;0;161;809;24
1777810773.7006075;coke_1.5l;full;0;0;0;0;109;677;190;0;665;205;644;0;40;1632;73;0
1777810825.114049;coke_1.5l;full;0;1;0;0;1831;57;0;0;159;1365;0;0;363;847;0;0
1777810885.099461;coke_1.5l;full;1;93;0;0;145;2419;0;0;3349;183;0;0;0;0;0;0
1777810960.1855733;coke_1.5l;full;0;0;0;0;0;0;968;696;0;0;59;1555;0;0;433;62
1777811099.7762156;coke_1.5l;full;0;0;739;33;0;0;189;1681;0;133;607;56;0;0;0;0
1777811107.3395877;coke_1.5l;full;0;86;0;0;0;1418;156;0;0;1015;2121;0;0;0;0;0
1777811144.1396904;coke_1.5l;full;361;2013;90;0;2024;167;173;0;0;0;0;0;0;0;0;0
1777811171.8637092;coke_1.5l;full;0;0;0;0;0;119;731;0;0;711;725;0;0;1960;1211;0
1777811180.8959165;coke_1.5l;full;0;924;9;0;0;151;33;0;0;1689;345;0;0;0;0;0
1777811190.0038755;coke_1.5l;full;1;20;0;0;645;92;0;0;124;1302;0;0;1119;417;0;0
1777811195.0335827;coke_1.5l;full;0;0;0;0;62;140;34;0;1771;2331;203;0;749;151;108;0
1777811204.086044;coke_1.5l;full;0;0;0;0;117;8;4;0;2469;112;75;0;163;1277;272;0
1777811233.8201368;coke_1.5l;full;0;0;0;0;0;83;2171;31;0;1889;189;1517;0;286;11;33
1777811247.94837;coke_1.5l;full;0;57;104;0;0;681;960;0;0;1889;1069;0;0;0;0;0
1777811268.6067894;coke_1.5l;full;0;0;0;0;61;1635;0;84;652;99;0;57;60;869;0;193
1777811508.5026073;coke_1.5l;full;0;0;0;0;0;1640;118;504;0;88;1983;189;0;0;0;0
1777811513.0517285;coke_1.5l;full;0;37;6;0;0;328;2068;0;0;1980;471;0;0;0;0;0
1777811522.1248372;coke_1.5l;full;0;57;0;0;169;2123;0;0;2176;531;0;0;0;0;0;0
1777811535.2019634;coke_1.5l;full;1556;121;0;0;357;1514;0;0;652;24;0;0;0;0;0;0
1777811568.458901;coke_1.5l;full;0;1351;741;0;0;179;45;0;0;1128;21;0;0;0;0;0
1777811595.1791654;coke_1.5l;full;0;0;1392;2355;0;0;171;85;0;0;197;2;0;0;0;0
1777811602.746207;coke_1.5l;full;0;57;43;27;0;92;1139;1107;0;354;113;1319;0;92;2;80
1777811614.8361146;coke_1.5l;full;0;0;0;0;0;1039;2067;0;0;1401;232;0;0;135;12;0
1777811662.2137113;coke_1.5l;full;0;0;2089;64;0;0;153;1842;0;0;28;263;0;0;0;0
1777811665.7603595;coke_1.5l;full;0;10;91;0;0;210;1288;0;0;2409;766;0;0;0;0;0
1777811727.7310052;coke_1.5l;full;0;7;85;0;0;187;1995;0;0;2227;440;0;0;0;0;0
1777811733.779915;coke_1.5l;full;0;0;1953;0;0;0;147;212;0;0;313;0;0;0;0;0
1777811741.3302689;coke_1.5l;full;0;0;0;0;0;0;24;285;0;0;81;1569;0;0;120;352
1777811745.3895113;coke_1.5l;full;0;0;0;0;0;149;1616;0;0;1592;147;0;0;395;549;0
1777811750.4338472;coke_1.5l;full;0;0;0;0;21;1105;0;0;365;261;25;0;139;630;8;0
1777811753.4639301;coke_1.5l;full;0;0;0;0;8;97;0;35;167;2230;0;147;1833;301;0;51
1777811756.979331;coke_1.5l;full;0;0;0;0;0;91;0;0;79;1509;0;0;1797;268;0;0
1777811772.104479;coke_1.5l;full;0;16;0;0;0;0;0;0;0;2156;211;0;0;256;2300;0
1777811819.9789066;coke_1.5l;full;0;104;527;0;0;1483;84;0;0;95;275;0;0;0;0;0
1777811828.5274298;coke_1.5l;full;113;307;0;0;1494;179;0;0;71;2026;0;0;0;0;0;0
1777811851.7297826;coke_1.5l;full;969;2280;0;0;1242;179;0;0;92;9;0;0;0;0;0;0
1777811864.3155375;coke_1.5l;full;1004;2099;0;0;1246;203;0;0;0;0;0;0;0;0;0;0
1777811894.578122;coke_1.5l;full;0;0;109;2275;0;0;1991;265;0;0;0;2;0;0;0;0
1777811904.6443574;coke_1.5l;full;0;0;1605;1443;0;0;4;101;0;0;941;536;0;0;0;0
1777811908.6865523;coke_1.5l;full;0;0;280;21;0;0;224;691;0;0;1797;1943;0;0;0;0
1777811912.1915026;coke_1.5l;full;0;0;28;0;0;0;2221;745;0;0;183;1605;0;0;8;83
1777811915.7193475;coke_1.5l;full;0;0;0;0;0;121;22;199;0;319;901;860;0;87;17;1384
1777811918.7391534;coke_1.5l;full;0;0;0;0;0;160;26;210;0;359;1012;876;0;101;24;1401
1777811922.7654746;coke_1.5l;full;0;0;0;0;0;34;1723;38;0;176;229;359;0;445;779;1335
1777811927.3268547;coke_1.5l;full;0;0;0;0;0;123;0;0;0;2343;0;0;0;203;0;0
1777811930.8455775;coke_1.5l;full;0;0;0;0;0;25;13;0;0;203;103;0;0;2183;576;0
1777811942.4265385;coke_1.5l;full;0;0;0;0;24;2099;0;64;421;177;0;157;37;381;0;133
1777811953.0028532;coke_1.5l;full;0;0;0;0;104;4;0;0;2418;110;0;0;127;2127;0;0
1777811958.0611455;coke_1.5l;full;0;0;0;0;368;113;0;0;235;2227;0;0;1691;144;0;0
1777812014.495855;coke_1.5l;full;0;55;69;0;0;179;153;0;0;2417;199;0;0;0;0;0
1777812022.555547;coke_1.5l;full;0;157;2223;61;0;2423;199;380;0;89;69;325;0;0;0;0
1777812030.6250298;coke_1.5l;full;0;0;103;65;0;0;110;777;0;0;1358;192;0;0;0;0
1777812035.6905696;coke_1.5l;full;0;0;136;1283;0;0;1895;933;0;0;0;5;0;0;0;0
1777812070.44839;coke_1.5l;full;0;339;429;73;0;59;1167;285;0;0;27;185;0;0;0;0
1777812073.9883258;coke_1.5l;full;0;20;2427;87;0;120;147;179;0;1310;21;177;0;0;0;0
1777812088.0904512;coke_1.5l;full;1509;280;0;0;939;2165;0;0;16;75;0;0;0;0;0;0
1777812092.641679;coke_1.5l;full;1817;1595;0;0;114;118;0;0;89;973;0;0;0;0;0;0
1777812156.1292834;coke_1.5l;full;9;67;0;0;119;681;0;0;1688;1077;0;0;0;0;0;0
1777812169.2514627;coke_1.5l;full;0;75;1253;0;0;1171;221;0;0;101;976;0;0;0;0;0
1777812199.4554787;coke_1.5l;full;0;216;793;0;0;1780;133;0;0;93;427;0;0;0;0;0
1777812207.5250103;coke_1.5l;full;115;3;88;0;1487;93;2257;0;63;870;57;0;0;0;0;0
1777812235.2458856;coke_1.5l;full;0;0;0;0;73;1013;0;0;341;99;0;0;101;1572;0;0
1777812238.783594;coke_1.5l;full;0;0;88;24;0;0;564;1995;0;0;1523;345;0;0;0;0
1777812254.8993874;coke_1.5l;full;0;54;261;0;0;192;181;0;0;2359;1692;0;0;0;10;0
1777812297.2620227;coke_1.5l;full;0;0;3;0;0;201;1341;216;0;1200;397;747;0;1335;1108;171
1777812301.290906;coke_1.5l;full;78;53;138;0;821;652;1753;0;495;971;201;0;50;544;221;0
1777812309.3521;coke_1.5l;full;1;0;0;0;1005;567;330;85;297;1199;601;137;1136;811;310;155
1777812314.8942323;coke_1.5l;full;845;967;0;0;411;348;0;0;1051;523;0;0;232;25;0;0
1777812318.9203358;coke_1.5l;full;1298;1068;229;0;131;344;681;0;8;723;461;0;0;119;0;0
1777812329.0031114;coke_1.5l;full;285;1568;723;479;2;736;1551;153;0;207;231;0;0;16;6;0
1777812334.5215292;coke_1.5l;full;0;87;580;1773;0;198;1951;920;0;237;265;122;0;0;0;0
1777812338.5767493;coke_1.5l;full;0;0;1483;749;0;0;503;967;0;0;864;768;0;0;10;66
1777812342.6088367;coke_1.5l;full;0;0;0;0;0;281;1469;1631;0;489;585;729;0;189;752;225
1777812349.1393173;coke_1.5l;full;0;0;0;0;0;51;344;350;0;429;617;1099;0;616;1697;1084
1777812353.194792;coke_1.5l;full;0;0;0;0;0;179;299;233;0;1989;893;671;0;629;1303;203
1777812358.7166219;coke_1.5l;full;123;24;10;0;196;1625;407;0;1129;499;871;0;114;605;601;0
1777812364.792467;coke_1.5l;full;0;0;4;0;286;87;329;0;1756;984;640;0;672;1692;312;0
1777812369.8188846;coke_1.5l;full;9;4;0;0;1632;142;0;0;187;949;0;0;797;981;0;0
1777812376.862174;coke_1.5l;full;208;27;0;0;1353;245;45;0;119;1136;83;0;744;447;120;0
1777812418.2000546;coke_1.5l;full;1152;2355;0;0;1449;301;0;0;27;71;0;0;0;0;0;0
1777812428.2945943;coke_1.5l;full;132;1155;1713;0;733;374;682;0;44;561;275;0;0;0;1;0
1777812439.8904705;coke_1.5l;full;0;599;391;1319;0;288;1648;709;0;201;24;0;0;0;0;0
1777812445.4269998;coke_1.5l;full;0;0;903;182;0;0;747;1249;0;0;979;1131;0;0;0;0
1777812449.9636238;coke_1.5l;full;0;0;9;0;0;197;1397;137;0;636;527;1593;0;393;722;395
1777812453.9701815;coke_1.5l;full;0;0;3;0;0;150;407;0;0;1868;871;0;0;854;1388;0
1777812460.0468302;coke_1.5l;full;10;5;151;0;591;413;2185;0;61;1789;351;0;0;337;61;0
1777812466.0965152;coke_1.5l;full;16;938;235;0;288;182;1489;0;12;1309;527;0;0;0;0;0
1777812479.184406;coke_1.5l;full;5;0;37;0;703;126;156;0;1043;1133;251;0;812;1236;241;0
1777812488.2554026;coke_1.5l;full;1267;2224;121;0;1185;464;215;0;176;8;26;0;0;0;0;0
1777812492.7791088;coke_1.5l;full;53;2087;471;0;643;208;1263;0;53;538;156;0;0;0;0;0
1777812497.334743;coke_1.5l;full;0;203;251;0;0;544;1864;0;0;1981;435;0;0;10;8;0
1777812501.8520708;coke_1.5l;full;0;24;187;71;0;243;911;1988;0;556;1275;554;0;181;208;17
1777812506.3849912;coke_1.5l;full;0;0;0;0;0;0;1404;684;0;53;278;1039;0;0;1099;697
1777812656.595296;coke_1.5l;full;69;279;103;26;307;632;885;237;53;1250;745;880;0;189;104;785
1777812661.1449654;coke_1.5l;full;0;0;0;0;0;85;21;88;0;723;631;1223;0;861;1528;887
1777812664.1330252;coke_1.5l;full;0;0;203;935;4;0;1196;1107;0;0;237;627;0;0;0;0
1777812667.1717546;coke_1.5l;full;0;416;177;83;13;161;1238;303;432;1617;492;448;6;251;111;499
1777812671.20288;coke_1.5l;full;49;113;55;157;433;1506;135;267;1390;629;208;354;4;33;73;221
1777813429.7103837;muumi_cup_arabia;full;0;0;0;0;0;0;52;75;0;0;593;1015;0;0;1202;1383
1777813442.8250134;muumi_cup_arabia;full;0;0;0;0;0;21;0;0;0;1480;357;0;0;612;1283;0
1777813463.479444;muumi_cup_arabia;full;0;0;0;0;0;16;4;0;0;1165;597;0;0;1389;1207;0
1777813476.0948071;muumi_cup_arabia;full;0;0;0;0;0;123;31;0;0;477;1319;0;0;1207;601;0
1777813491.198953;muumi_cup_arabia;full;0;0;0;0;31;253;0;0;1823;787;127;0;672;938;357;0
1777813539.575802;muumi_cup_arabia;full;0;0;0;0;711;138;0;0;187;1952;0;0;1484;209;0;0
1777813544.1239684;muumi_cup_arabia;full;0;0;0;0;212;1431;0;0;1828;156;0;0;201;711;0;0
1777813569.8387136;muumi_cup_arabia;full;0;0;27;5;0;0;743;1831;0;0;940;550;0;0;139;61
1777813577.3751352;muumi_cup_arabia;full;0;77;149;0;0;721;308;0;0;1669;1017;0;0;33;48;0
1777813586.9783413;muumi_cup_arabia;full;0;625;147;0;0;219;1896;0;0;593;485;0;0;0;0;0
1777813596.5477746;muumi_cup_arabia;full;839;61;0;0;572;234;0;0;1256;1884;0;0;0;0;0;0
1777813602.08811;muumi_cup_arabia;full;26;44;0;0;364;672;0;0;1367;972;0;0;115;26;0;0
1777813616.692814;muumi_cup_arabia;full;590;2197;0;0;1574;309;0;0;0;0;0;0;0;0;0;0
1777813623.2582965;muumi_cup_arabia;full;695;568;0;0;1265;1615;0;0;0;0;0;0;0;0;0;0
1777813690.2632637;muumi_cup_arabia;full;0;457;1943;0;0;469;403;0;0;168;0;0;0;0;0;0
1777813699.858953;muumi_cup_arabia;full;0;697;190;0;0;1481;1481;0;0;0;19;0;0;0;0;0
1777813706.9235675;muumi_cup_arabia;full;0;213;277;605;0;57;1184;1368;0;8;231;151;0;0;0;0
1777813713.9855306;muumi_cup_arabia;full;0;168;271;1589;0;261;1505;280;0;27;97;4;0;0;0;0
1777813721.0135658;muumi_cup_arabia;full;0;54;713;1408;0;91;89;315;0;213;830;745;0;0;0;0
1777813724.5585916;muumi_cup_arabia;full;0;0;33;61;0;0;905;1031;0;0;1235;727;0;0;78;83
1777813728.564165;muumi_cup_arabia;full;0;35;955;6;0;1276;335;320;0;170;902;716;0;0;123;6
1777813739.1672258;muumi_cup_arabia;full;0;753;1569;0;0;179;113;0;0;1031;24;0;0;0;0;0
1777813743.69253;muumi_cup_arabia;full;0;1099;29;0;0;349;146;0;0;638;1444;0;0;20;5;0
1777813771.9079058;muumi_cup_arabia;full;480;1017;0;0;585;249;0;0;1312;1373;0;0;0;0;0;0
1777813782.4907975;muumi_cup_arabia;full;755;159;0;0;352;2057;0;0;1327;259;0;0;0;0;0;0
1777813787.5688756;muumi_cup_arabia;full;0;0;0;0;1003;88;0;0;469;1647;0;0;939;184;0;0
1777813812.2397454;muumi_cup_arabia;full;0;0;0;0;119;117;0;0;795;786;0;0;1388;1253;0;0
1777813819.8032038;muumi_cup_arabia;full;0;0;0;0;0;1472;118;0;131;219;1956;0;0;659;167;0
1777813828.8970602;muumi_cup_arabia;full;0;0;0;0;0;97;1103;59;0;1575;331;419;0;749;850;666
1777813834.4128578;muumi_cup_arabia;full;0;0;0;0;0;26;59;133;0;116;571;901;0;248;1093;1423
1777813868.202796;muumi_cup_arabia;full;0;0;0;40;0;0;462;491;0;0;1457;814;0;0;95;67
1777813893.389409;muumi_cup_arabia;full;0;31;343;0;0;719;760;0;0;1853;697;0;0;97;83;0
