timestamp;resistance_ohms
1777469410.1608193;1507.31
1777469410.1706805;1598.64
1777469410.181053;1468.61
1777469410.1909404;1417.41
1777469410.2008986;1520.27
1777469410.2112045;1598.64
1777469410.2210069;1494.38
1777469410.2308364;1391.98
1777469410.2406187;1494.38
1777469410.2511218;1494.38
1777469410.2609038;1417.41
1777469410.270868;1572.4
1777469410.280968;1572.4
1777469410.290988;1494.38
1777469410.300896;1468.61
1777469410.3107443;1625.0
1777469410.3209674;1520.27
1777469410.3306985;1585.5
1777469410.3406405;1430.17
1777469410.350825;1430.17
1777469410.3606122;1278.94
1777469410.3705728;1494.38
1777469410.3811038;1533.26
1777469410.3911;1417.41
1777469410.4011214;1468.61
1777469410.410802;1430.17
1777469410.4206066;1391.98
1777469410.4310567;1572.4
1777469410.4410207;1533.26
1777469410.4509165;1379.31
1777469410.4609969;1354.05
1777469410.4710844;1572.4
1777469410.480748;1520.27
1777469410.4907632;1625.0
1777469410.5009837;1468.61
1777469410.510454;1366.67
1777469410.52074;1266.52
1777469410.530715;1379.31
1777469410.5407004;1481.48
1777469410.5510104;1625.0
1777469410.5606062;1625.0
1777469410.5709524;1494.38
1777469410.5805342;1468.61
1777469410.5903141;1520.27
1777469410.600319;1507.31
1777469410.6106145;1546.28
1777469410.6207721;1625.0
1777469410.6308448;1585.5
1777469410.6404214;1481.48
1777469410.6503198;1533.26
1777469410.6604118;1404.68
1777469410.670396;1430.17
1777469410.680298;1533.26
1777469410.6903923;1572.4
1777469410.7004175;1507.31
1777469410.7103698;1572.4
1777469410.7203991;1520.27
1777469410.7304215;1468.61
1777469410.7403195;1651.48
1777469410.750333;1598.64
1777469410.760345;1494.38
1777469410.7703526;1546.28
1777469410.7803302;1481.48
1777469410.7902672;1430.17
1777469410.8003194;1704.81
1777469410.810417;1391.98
1777469410.8204396;1585.5
1777469410.830441;1546.28
1777469410.8403897;1494.38
1777469410.8503726;1507.31
1777469410.8603208;1366.67
1777469410.8703117;1468.61
1777469410.8803694;1366.67
1777469410.8903158;1572.4
1777469410.9004247;1391.98
1777469410.9102855;1494.38
1777469410.9202833;1611.8
1777469410.930307;1678.08
1777469410.940286;1494.38
1777469410.950236;1598.64
1777469410.9602687;1366.67
1777469410.9703112;1391.98
1777469410.9804816;1430.17
1777469410.9904923;1391.98
1777469411.0005035;1533.26
1777469411.010364;1494.38
1777469411.020473;1598.64
1777469411.0305142;1391.98
1777469411.0405066;1391.98
1777469411.0503936;1404.68
1777469411.060498;1494.38
1777469411.0703537;1391.98
1777469411.0803537;1520.27
1777469411.090357;1404.68
1777469411.100328;1559.32
1777469411.1102164;1572.4
1777469411.1203425;1430.17
1777469411.1303334;1468.61
1777469411.140334;1585.5
1777469411.1503308;1520.27
1777469411.160302;1468.61
1777469411.1704097;1546.28
1777469411.1803544;1430.17
1777469411.19036;1417.41
1777469411.2003813;1494.38
1777469411.2103841;1638.23
1777469411.2204988;1430.17
1777469411.2303846;1520.27
1777469411.2403374;1391.98
1777469411.2502642;1533.26
1777469411.2602777;1546.28
1777469411.2704194;1366.67
1777469411.280374;1430.17
1777469411.2903838;1391.98
1777469411.3003867;1391.98
1777469411.3103786;1520.27
1777469411.3204613;1430.17
1777469411.3303835;1430.17
1777469411.3403776;1572.4
1777469411.3503256;1651.48
1777469411.3603768;1404.68
1777469411.3706067;1572.4
1777469411.3803325;1430.17
1777469411.3902524;1546.28
1777469411.4003174;1391.98
1777469411.410302;1546.28
1777469411.4206324;1391.98
